,date,code_insee_region,region,tmin,tmax,tmoy,annee,mois
0,2016-01-01,27,Bourgogne-Franche-Comté,2.22,9.52,5.87,2016,1
1,2016-01-01,32,Hauts-de-France,1.72,7.72,4.72,2016,1
2,2016-01-01,52,Pays de la Loire,5.35,10.95,8.15,2016,1
3,2016-01-02,93,Provence-Alpes-Côte d'Azur,7.78,11.22,9.5,2016,1
4,2016-01-03,44,Grand Est,3.81,7.37,5.59,2016,1
5,2016-01-03,24,Centre-Val de Loire,4.65,8.4,6.52,2016,1
6,2016-01-03,52,Pays de la Loire,5.8,10.2,8.0,2016,1
7,2016-01-03,28,Normandie,5.26,8.44,6.85,2016,1
8,2016-01-04,94,Corse,8.55,16.2,12.38,2016,1
9,2016-01-04,93,Provence-Alpes-Côte d'Azur,5.78,11.0,8.39,2016,1
10,2016-01-04,44,Grand Est,3.47,8.49,5.98,2016,1
11,2016-01-04,75,Nouvelle-Aquitaine,7.59,11.39,9.49,2016,1
12,2016-01-04,32,Hauts-de-France,5.8,9.6,7.7,2016,1
13,2016-01-05,75,Nouvelle-Aquitaine,5.44,9.13,7.29,2016,1
14,2016-01-06,44,Grand Est,4.14,6.91,5.53,2016,1
15,2016-01-06,93,Provence-Alpes-Côte d'Azur,1.8,10.35,6.08,2016,1
16,2016-01-07,52,Pays de la Loire,6.85,12.55,9.7,2016,1
17,2016-01-07,84,Auvergne-Rhône-Alpes,3.12,10.55,6.84,2016,1
18,2016-01-08,93,Provence-Alpes-Côte d'Azur,5.63,13.57,9.6,2016,1
19,2016-01-08,75,Nouvelle-Aquitaine,8.08,14.09,11.08,2016,1
20,2016-01-08,32,Hauts-de-France,1.54,8.1,4.82,2016,1
21,2016-01-09,27,Bourgogne-Franche-Comté,5.4,10.78,8.09,2016,1
22,2016-01-09,32,Hauts-de-France,3.28,10.04,6.66,2016,1
23,2016-01-09,94,Corse,9.2,17.25,13.22,2016,1
24,2016-01-10,94,Corse,9.75,18.35,14.05,2016,1
25,2016-01-10,27,Bourgogne-Franche-Comté,5.4,9.12,7.26,2016,1
26,2016-01-11,28,Normandie,3.38,8.26,5.82,2016,1
27,2016-01-11,52,Pays de la Loire,4.95,10.3,7.62,2016,1
28,2016-01-11,94,Corse,10.4,18.65,14.52,2016,1
29,2016-01-11,24,Centre-Val de Loire,5.32,8.9,7.11,2016,1
30,2016-01-11,11,Île-de-France,3.64,8.8,6.22,2016,1
31,2016-01-12,52,Pays de la Loire,5.35,9.25,7.3,2016,1
32,2016-01-12,28,Normandie,4.44,7.52,5.98,2016,1
33,2016-01-13,32,Hauts-de-France,3.66,7.4,5.53,2016,1
34,2016-01-13,75,Nouvelle-Aquitaine,1.27,10.21,5.74,2016,1
35,2016-01-14,84,Auvergne-Rhône-Alpes,-1.47,5.05,1.79,2016,1
36,2016-01-14,32,Hauts-de-France,2.44,6.94,4.69,2016,1
37,2016-01-15,52,Pays de la Loire,-0.05,7.25,3.6,2016,1
38,2016-01-16,44,Grand Est,-0.19,3.23,1.52,2016,1
39,2016-01-16,32,Hauts-de-France,0.36,6.16,3.26,2016,1
40,2016-01-16,75,Nouvelle-Aquitaine,-1.39,7.98,3.29,2016,1
41,2016-01-16,27,Bourgogne-Franche-Comté,-0.82,3.0,1.09,2016,1
42,2016-01-17,52,Pays de la Loire,-2.55,7.25,2.35,2016,1
43,2016-01-17,93,Provence-Alpes-Côte d'Azur,0.83,7.65,4.24,2016,1
44,2016-01-18,76,Occitanie,1.06,5.56,3.31,2016,1
45,2016-01-18,93,Provence-Alpes-Côte d'Azur,-1.52,5.37,1.92,2016,1
46,2016-01-18,94,Corse,-0.75,11.15,5.2,2016,1
47,2016-01-19,52,Pays de la Loire,1.1,3.3,2.2,2016,1
48,2016-01-19,75,Nouvelle-Aquitaine,5.29,9.46,7.37,2016,1
49,2016-01-19,94,Corse,3.85,11.7,7.78,2016,1
50,2016-01-19,93,Provence-Alpes-Côte d'Azur,1.65,8.58,5.12,2016,1
51,2016-01-20,94,Corse,2.95,11.1,7.02,2016,1
52,2016-01-20,32,Hauts-de-France,-5.5,1.86,-1.82,2016,1
53,2016-01-20,76,Occitanie,3.77,11.46,7.62,2016,1
54,2016-01-21,76,Occitanie,0.23,11.57,5.9,2016,1
55,2016-01-21,44,Grand Est,-5.81,1.93,-1.94,2016,1
56,2016-01-21,93,Provence-Alpes-Côte d'Azur,0.83,10.93,5.88,2016,1
57,2016-01-22,93,Provence-Alpes-Côte d'Azur,0.87,10.77,5.82,2016,1
58,2016-01-22,53,Bretagne,4.35,13.58,8.96,2016,1
59,2016-01-23,76,Occitanie,6.73,14.88,10.8,2016,1
60,2016-01-23,11,Île-de-France,4.9,7.08,5.99,2016,1
61,2016-01-24,76,Occitanie,2.39,14.36,8.38,2016,1
62,2016-01-24,44,Grand Est,-0.76,7.13,3.19,2016,1
63,2016-01-25,27,Bourgogne-Franche-Comté,-0.63,13.2,6.28,2016,1
64,2016-01-25,52,Pays de la Loire,5.15,14.95,10.05,2016,1
65,2016-01-25,44,Grand Est,0.56,12.96,6.76,2016,1
66,2016-01-25,24,Centre-Val de Loire,0.95,15.07,8.01,2016,1
67,2016-01-26,93,Provence-Alpes-Côte d'Azur,4.57,13.42,8.99,2016,1
68,2016-01-27,76,Occitanie,6.74,13.56,10.15,2016,1
69,2016-01-27,44,Grand Est,5.29,11.57,8.43,2016,1
70,2016-01-27,75,Nouvelle-Aquitaine,6.41,13.62,10.02,2016,1
71,2016-01-27,94,Corse,6.7,16.65,11.68,2016,1
72,2016-01-28,94,Corse,5.15,15.75,10.45,2016,1
73,2016-01-28,53,Bretagne,4.2,10.9,7.55,2016,1
74,2016-01-28,28,Normandie,3.84,9.1,6.47,2016,1
75,2016-01-29,53,Bretagne,4.32,11.88,8.1,2016,1
76,2016-01-29,28,Normandie,1.52,10.14,5.83,2016,1
77,2016-01-29,84,Auvergne-Rhône-Alpes,6.17,11.44,8.8,2016,1
78,2016-01-29,44,Grand Est,1.17,9.23,5.2,2016,1
79,2016-01-30,84,Auvergne-Rhône-Alpes,0.0,12.0,6.0,2016,1
80,2016-01-30,76,Occitanie,2.92,13.21,8.06,2016,1
81,2016-01-30,11,Île-de-France,6.62,9.4,8.01,2016,1
82,2016-01-30,24,Centre-Val de Loire,7.2,10.6,8.9,2016,1
83,2016-01-30,44,Grand Est,3.61,8.64,6.13,2016,1
84,2016-01-30,27,Bourgogne-Franche-Comté,2.13,9.82,5.98,2016,1
85,2016-01-31,94,Corse,7.5,16.2,11.85,2016,1
86,2016-01-31,24,Centre-Val de Loire,7.6,13.22,10.41,2016,1
87,2016-02-01,53,Bretagne,10.7,12.62,11.66,2016,2
88,2016-02-01,75,Nouvelle-Aquitaine,11.06,13.8,12.43,2016,2
89,2016-02-02,32,Hauts-de-France,7.38,10.52,8.95,2016,2
90,2016-02-02,52,Pays de la Loire,9.5,13.15,11.32,2016,2
91,2016-02-02,28,Normandie,6.7,11.7,9.2,2016,2
92,2016-02-02,84,Auvergne-Rhône-Alpes,5.5,13.44,9.47,2016,2
93,2016-02-02,24,Centre-Val de Loire,8.72,12.35,10.53,2016,2
94,2016-02-02,53,Bretagne,7.0,12.6,9.8,2016,2
95,2016-02-02,93,Provence-Alpes-Côte d'Azur,6.92,15.43,11.18,2016,2
96,2016-02-03,44,Grand Est,2.49,7.06,4.77,2016,2
97,2016-02-03,93,Provence-Alpes-Côte d'Azur,6.52,15.83,11.18,2016,2
98,2016-02-03,53,Bretagne,3.28,10.12,6.7,2016,2
99,2016-02-03,32,Hauts-de-France,3.72,7.74,5.73,2016,2
100,2016-02-04,75,Nouvelle-Aquitaine,1.12,11.56,6.34,2016,2
101,2016-02-04,84,Auvergne-Rhône-Alpes,1.83,8.2,5.02,2016,2
102,2016-02-04,93,Provence-Alpes-Côte d'Azur,6.23,13.87,10.05,2016,2
103,2016-02-06,76,Occitanie,4.21,15.85,10.03,2016,2
104,2016-02-06,27,Bourgogne-Franche-Comté,1.85,14.87,8.36,2016,2
105,2016-02-06,11,Île-de-France,6.56,14.06,10.31,2016,2
106,2016-02-08,27,Bourgogne-Franche-Comté,4.98,12.22,8.6,2016,2
107,2016-02-08,75,Nouvelle-Aquitaine,7.6,15.34,11.47,2016,2
108,2016-02-08,93,Provence-Alpes-Côte d'Azur,3.0,13.22,8.11,2016,2
109,2016-02-08,24,Centre-Val de Loire,7.37,12.03,9.7,2016,2
110,2016-02-08,84,Auvergne-Rhône-Alpes,2.34,11.92,7.13,2016,2
111,2016-02-09,94,Corse,6.0,16.35,11.18,2016,2
112,2016-02-10,24,Centre-Val de Loire,1.7,8.43,5.07,2016,2
113,2016-02-10,84,Auvergne-Rhône-Alpes,1.32,6.89,4.1,2016,2
114,2016-02-10,27,Bourgogne-Franche-Comté,2.52,7.75,5.13,2016,2
115,2016-02-10,52,Pays de la Loire,2.15,9.5,5.82,2016,2
116,2016-02-12,84,Auvergne-Rhône-Alpes,0.32,8.56,4.44,2016,2
117,2016-02-12,11,Île-de-France,1.7,4.32,3.01,2016,2
118,2016-02-12,52,Pays de la Loire,3.0,11.4,7.2,2016,2
119,2016-02-12,76,Occitanie,5.03,12.9,8.96,2016,2
120,2016-02-13,52,Pays de la Loire,5.2,11.75,8.48,2016,2
121,2016-02-13,75,Nouvelle-Aquitaine,7.7,14.58,11.14,2016,2
122,2016-02-13,32,Hauts-de-France,0.44,5.5,2.97,2016,2
123,2016-02-15,27,Bourgogne-Franche-Comté,1.73,3.8,2.77,2016,2
124,2016-02-15,94,Corse,6.3,12.65,9.48,2016,2
125,2016-02-15,52,Pays de la Loire,1.9,8.35,5.12,2016,2
126,2016-02-15,28,Normandie,1.92,6.02,3.97,2016,2
127,2016-02-15,75,Nouvelle-Aquitaine,1.81,7.13,4.47,2016,2
128,2016-02-16,11,Île-de-France,-0.98,5.9,2.46,2016,2
129,2016-02-16,94,Corse,7.45,16.2,11.82,2016,2
130,2016-02-16,93,Provence-Alpes-Côte d'Azur,3.33,11.87,7.6,2016,2
131,2016-02-16,24,Centre-Val de Loire,-1.38,6.08,2.35,2016,2
132,2016-02-17,53,Bretagne,0.57,6.7,3.64,2016,2
133,2016-02-17,94,Corse,8.55,13.75,11.15,2016,2
134,2016-02-17,44,Grand Est,-2.06,2.23,0.09,2016,2
135,2016-02-18,52,Pays de la Loire,0.45,8.45,4.45,2016,2
136,2016-02-18,27,Bourgogne-Franche-Comté,-2.07,5.48,1.71,2016,2
137,2016-02-18,84,Auvergne-Rhône-Alpes,-2.64,7.65,2.5,2016,2
138,2016-02-19,75,Nouvelle-Aquitaine,-0.87,10.94,5.04,2016,2
139,2016-02-19,93,Provence-Alpes-Côte d'Azur,1.83,10.87,6.35,2016,2
140,2016-02-20,76,Occitanie,-0.67,15.19,7.26,2016,2
141,2016-02-21,76,Occitanie,2.53,19.37,10.95,2016,2
142,2016-02-22,53,Bretagne,9.8,12.58,11.19,2016,2
143,2016-02-22,28,Normandie,8.54,11.6,10.07,2016,2
144,2016-02-22,27,Bourgogne-Franche-Comté,4.88,12.48,8.68,2016,2
145,2016-02-23,94,Corse,8.4,16.7,12.55,2016,2
146,2016-02-23,24,Centre-Val de Loire,4.88,9.35,7.12,2016,2
147,2016-02-23,93,Provence-Alpes-Côte d'Azur,7.0,15.85,11.42,2016,2
148,2016-02-24,53,Bretagne,4.95,6.58,5.76,2016,2
149,2016-02-24,28,Normandie,-0.0,6.9,3.45,2016,2
150,2016-02-25,11,Île-de-France,-0.4,7.46,3.53,2016,2
151,2016-02-25,27,Bourgogne-Franche-Comté,1.57,7.3,4.43,2016,2
152,2016-02-25,28,Normandie,-0.88,7.34,3.23,2016,2
153,2016-02-26,44,Grand Est,-2.33,5.76,1.71,2016,2
154,2016-01-01,44,Grand Est,1.13,6.99,4.06,2016,1
155,2016-02-26,93,Provence-Alpes-Côte d'Azur,4.12,12.03,8.08,2016,2
156,2016-01-01,94,Corse,9.95,15.1,12.52,2016,1
157,2016-02-26,24,Centre-Val de Loire,-0.65,7.33,3.34,2016,2
158,2016-01-02,27,Bourgogne-Franche-Comté,4.95,9.4,7.18,2016,1
159,2016-02-27,53,Bretagne,1.88,7.78,4.82,2016,2
160,2016-01-02,11,Île-de-France,6.6,10.86,8.73,2016,1
161,2016-02-27,24,Centre-Val de Loire,-0.8,8.42,3.81,2016,2
162,2016-01-02,84,Auvergne-Rhône-Alpes,5.45,8.95,7.2,2016,1
163,2016-02-27,11,Île-de-France,-0.24,7.76,3.76,2016,2
164,2016-01-03,84,Auvergne-Rhône-Alpes,2.24,7.93,5.08,2016,1
165,2016-02-28,28,Normandie,1.24,7.08,4.16,2016,2
166,2016-01-03,27,Bourgogne-Franche-Comté,3.88,7.6,5.74,2016,1
167,2016-02-28,84,Auvergne-Rhône-Alpes,2.59,9.07,5.83,2016,2
168,2016-01-04,27,Bourgogne-Franche-Comté,4.83,9.43,7.13,2016,1
169,2016-02-29,76,Occitanie,3.39,8.15,5.77,2016,2
170,2016-01-05,53,Bretagne,6.82,10.23,8.52,2016,1
171,2016-03-01,24,Centre-Val de Loire,-1.8,9.57,3.88,2016,3
172,2016-01-05,32,Hauts-de-France,4.92,8.94,6.93,2016,1
173,2016-03-02,94,Corse,6.85,15.85,11.35,2016,3
174,2016-01-05,76,Occitanie,5.55,9.75,7.65,2016,1
175,2016-03-02,53,Bretagne,5.05,9.98,7.51,2016,3
176,2016-01-05,11,Île-de-France,5.12,9.0,7.06,2016,1
177,2016-03-02,84,Auvergne-Rhône-Alpes,3.87,11.85,7.86,2016,3
178,2016-01-06,27,Bourgogne-Franche-Comté,3.97,7.42,5.69,2016,1
179,2016-03-03,84,Auvergne-Rhône-Alpes,0.96,6.59,3.78,2016,3
180,2016-01-06,24,Centre-Val de Loire,5.5,8.88,7.19,2016,1
181,2016-03-03,11,Île-de-France,3.76,8.62,6.19,2016,3
182,2016-01-06,11,Île-de-France,6.66,9.54,8.1,2016,1
183,2016-03-03,52,Pays de la Loire,5.65,11.65,8.65,2016,3
184,2016-01-07,75,Nouvelle-Aquitaine,7.23,15.03,11.13,2016,1
185,2016-03-04,93,Provence-Alpes-Côte d'Azur,1.75,12.08,6.92,2016,3
186,2016-01-07,11,Île-de-France,6.14,11.72,8.93,2016,1
187,2016-03-04,53,Bretagne,3.38,8.85,6.11,2016,3
188,2016-01-07,93,Provence-Alpes-Côte d'Azur,3.07,10.67,6.87,2016,1
189,2016-03-04,75,Nouvelle-Aquitaine,7.36,13.08,10.22,2016,3
190,2016-01-07,24,Centre-Val de Loire,5.88,12.55,9.22,2016,1
191,2016-03-04,52,Pays de la Loire,5.3,8.55,6.93,2016,3
192,2016-01-08,52,Pays de la Loire,4.3,10.4,7.35,2016,1
193,2016-03-05,28,Normandie,0.46,7.44,3.95,2016,3
194,2016-01-08,53,Bretagne,4.07,11.5,7.79,2016,1
195,2016-03-06,11,Île-de-France,1.46,8.08,4.77,2016,3
196,2016-01-09,75,Nouvelle-Aquitaine,8.1,13.92,11.01,2016,1
197,2016-03-07,75,Nouvelle-Aquitaine,3.44,9.34,6.39,2016,3
198,2016-01-09,11,Île-de-France,3.14,11.28,7.21,2016,1
199,2016-03-08,75,Nouvelle-Aquitaine,-1.51,10.13,4.31,2016,3
200,2016-01-10,28,Normandie,4.12,8.7,6.41,2016,1
201,2016-03-08,27,Bourgogne-Franche-Comté,0.13,5.35,2.74,2016,3
202,2016-01-10,84,Auvergne-Rhône-Alpes,6.06,11.11,8.59,2016,1
203,2016-03-08,76,Occitanie,0.12,9.47,4.8,2016,3
204,2016-01-10,11,Île-de-France,4.44,8.14,6.29,2016,1
205,2016-03-08,32,Hauts-de-France,0.32,8.22,4.27,2016,3
206,2016-01-10,44,Grand Est,4.53,7.97,6.25,2016,1
207,2016-03-09,52,Pays de la Loire,6.45,9.55,8.0,2016,3
208,2016-01-11,27,Bourgogne-Franche-Comté,5.13,10.32,7.72,2016,1
209,2016-03-10,94,Corse,4.9,15.05,9.98,2016,3
210,2016-01-11,53,Bretagne,5.68,9.6,7.64,2016,1
211,2016-03-10,24,Centre-Val de Loire,2.3,8.27,5.28,2016,3
212,2016-01-11,32,Hauts-de-France,2.9,8.04,5.47,2016,1
213,2016-03-11,11,Île-de-France,3.34,11.14,7.24,2016,3
214,2016-01-11,75,Nouvelle-Aquitaine,7.29,12.11,9.7,2016,1
215,2016-03-11,75,Nouvelle-Aquitaine,3.82,10.61,7.22,2016,3
216,2016-01-12,94,Corse,12.15,16.2,14.18,2016,1
217,2016-03-12,93,Provence-Alpes-Côte d'Azur,4.32,15.72,10.02,2016,3
218,2016-01-12,76,Occitanie,4.83,10.28,7.55,2016,1
219,2016-03-12,11,Île-de-France,1.08,11.48,6.28,2016,3
220,2016-01-13,44,Grand Est,2.61,5.67,4.14,2016,1
221,2016-03-12,28,Normandie,-0.18,10.84,5.33,2016,3
222,2016-01-13,27,Bourgogne-Franche-Comté,2.5,7.15,4.82,2016,1
223,2016-03-12,44,Grand Est,-0.73,10.46,4.86,2016,3
224,2016-01-13,94,Corse,7.65,14.0,10.82,2016,1
225,2016-03-13,11,Île-de-France,0.64,11.04,5.84,2016,3
226,2016-01-13,93,Provence-Alpes-Côte d'Azur,2.82,10.62,6.72,2016,1
227,2016-03-13,24,Centre-Val de Loire,-0.3,10.35,5.02,2016,3
228,2016-01-15,28,Normandie,0.96,5.94,3.45,2016,1
229,2016-03-13,93,Provence-Alpes-Côte d'Azur,4.53,14.92,9.72,2016,3
230,2016-01-15,93,Provence-Alpes-Côte d'Azur,1.78,9.3,5.54,2016,1
231,2016-03-13,75,Nouvelle-Aquitaine,1.27,11.8,6.53,2016,3
232,2016-01-15,53,Bretagne,0.92,7.28,4.1,2016,1
233,2016-03-13,76,Occitanie,2.51,13.43,7.97,2016,3
234,2016-01-15,11,Île-de-France,0.86,5.52,3.19,2016,1
235,2016-03-14,76,Occitanie,2.66,15.06,8.86,2016,3
236,2016-01-15,27,Bourgogne-Franche-Comté,-0.53,3.92,1.69,2016,1
237,2016-03-14,11,Île-de-France,2.04,8.88,5.46,2016,3
238,2016-01-16,24,Centre-Val de Loire,-2.7,5.18,1.24,2016,1
239,2016-03-14,84,Auvergne-Rhône-Alpes,-0.89,12.75,5.93,2016,3
240,2016-01-16,76,Occitanie,0.05,6.02,3.04,2016,1
241,2016-03-15,84,Auvergne-Rhône-Alpes,-0.85,12.9,6.03,2016,3
242,2016-01-16,53,Bretagne,0.52,8.85,4.69,2016,1
243,2016-03-15,27,Bourgogne-Franche-Comté,-2.4,11.93,4.77,2016,3
244,2016-01-17,27,Bourgogne-Franche-Comté,-1.85,3.3,0.72,2016,1
245,2016-03-15,11,Île-de-France,0.64,12.66,6.65,2016,3
246,2016-01-17,53,Bretagne,0.53,7.82,4.18,2016,1
247,2016-03-15,53,Bretagne,1.4,12.08,6.74,2016,3
248,2016-01-17,84,Auvergne-Rhône-Alpes,-1.69,2.45,0.38,2016,1
249,2016-03-16,24,Centre-Val de Loire,2.55,7.88,5.22,2016,3
250,2016-01-17,75,Nouvelle-Aquitaine,-1.67,7.79,3.06,2016,1
251,2016-03-16,28,Normandie,3.44,8.32,5.88,2016,3
252,2016-01-18,52,Pays de la Loire,1.5,3.7,2.6,2016,1
253,2016-03-16,52,Pays de la Loire,4.1,10.6,7.35,2016,3
254,2016-01-18,75,Nouvelle-Aquitaine,3.3,8.33,5.82,2016,1
255,2016-03-17,94,Corse,8.45,14.2,11.32,2016,3
256,2016-01-19,24,Centre-Val de Loire,-0.05,2.2,1.08,2016,1
257,2016-03-18,76,Occitanie,3.24,12.73,7.98,2016,3
258,2016-01-19,32,Hauts-de-France,-5.42,1.28,-2.07,2016,1
259,2016-03-18,53,Bretagne,1.38,11.9,6.64,2016,3
260,2016-01-19,44,Grand Est,-5.4,-0.87,-3.14,2016,1
261,2016-03-18,24,Centre-Val de Loire,-1.07,13.48,6.21,2016,3
262,2016-01-19,11,Île-de-France,-3.2,0.58,-1.31,2016,1
263,2016-03-18,75,Nouvelle-Aquitaine,1.38,14.2,7.79,2016,3
264,2016-01-19,28,Normandie,-3.96,0.96,-1.5,2016,1
265,2016-03-18,94,Corse,7.4,16.25,11.82,2016,3
266,2016-01-20,11,Île-de-France,-5.18,-0.66,-2.92,2016,1
267,2016-03-18,52,Pays de la Loire,0.85,14.1,7.48,2016,3
268,2016-01-20,24,Centre-Val de Loire,-0.6,1.98,0.69,2016,1
269,2016-03-19,44,Grand Est,-0.09,7.99,3.95,2016,3
270,2016-01-20,84,Auvergne-Rhône-Alpes,2.18,6.35,4.27,2016,1
271,2016-03-19,27,Bourgogne-Franche-Comté,-0.63,13.62,6.49,2016,3
272,2016-01-20,28,Normandie,-5.1,1.62,-1.74,2016,1
273,2016-03-20,52,Pays de la Loire,4.35,11.45,7.9,2016,3
274,2016-01-20,53,Bretagne,2.58,5.95,4.26,2016,1
275,2016-03-20,75,Nouvelle-Aquitaine,5.86,14.29,10.07,2016,3
276,2016-01-21,52,Pays de la Loire,-1.05,3.65,1.3,2016,1
277,2016-03-20,84,Auvergne-Rhône-Alpes,1.3,11.82,6.56,2016,3
278,2016-01-23,52,Pays de la Loire,5.4,11.45,8.43,2016,1
279,2016-03-20,44,Grand Est,0.56,9.24,4.9,2016,3
280,2016-01-23,44,Grand Est,0.46,8.71,4.59,2016,1
281,2016-03-20,27,Bourgogne-Franche-Comté,0.83,11.98,6.41,2016,3
282,2016-01-23,28,Normandie,3.6,9.02,6.31,2016,1
283,2016-03-21,11,Île-de-France,3.64,10.36,7.0,2016,3
284,2016-01-24,24,Centre-Val de Loire,1.83,12.25,7.04,2016,1
285,2016-03-21,76,Occitanie,5.87,17.03,11.45,2016,3
286,2016-01-25,32,Hauts-de-France,5.34,12.94,9.14,2016,1
287,2016-03-22,32,Hauts-de-France,3.42,12.26,7.84,2016,3
288,2016-01-25,28,Normandie,4.56,12.66,8.61,2016,1
289,2016-03-22,24,Centre-Val de Loire,2.18,12.33,7.26,2016,3
290,2016-01-26,24,Centre-Val de Loire,4.72,12.63,8.67,2016,1
291,2016-03-22,76,Occitanie,4.37,16.12,10.25,2016,3
292,2016-01-26,52,Pays de la Loire,7.0,13.65,10.32,2016,1
293,2016-03-23,44,Grand Est,2.79,10.3,6.54,2016,3
294,2016-01-26,28,Normandie,6.62,11.7,9.16,2016,1
295,2016-03-23,11,Île-de-France,3.54,10.3,6.92,2016,3
296,2016-01-26,44,Grand Est,2.6,12.73,7.66,2016,1
297,2016-03-24,52,Pays de la Loire,1.3,12.2,6.75,2016,3
298,2016-01-27,32,Hauts-de-France,9.5,11.68,10.59,2016,1
299,2016-03-24,76,Occitanie,4.72,15.5,10.11,2016,3
300,2016-01-27,52,Pays de la Loire,10.35,14.1,12.22,2016,1
301,2016-03-25,53,Bretagne,8.25,14.45,11.35,2016,3
302,2016-01-28,27,Bourgogne-Franche-Comté,6.33,10.75,8.54,2016,1
303,2016-03-25,32,Hauts-de-France,6.56,12.28,9.42,2016,3
304,2016-01-28,75,Nouvelle-Aquitaine,6.99,12.62,9.81,2016,1
305,2016-03-27,52,Pays de la Loire,6.7,13.9,10.3,2016,3
306,2016-01-28,52,Pays de la Loire,6.6,9.95,8.27,2016,1
307,2016-03-28,24,Centre-Val de Loire,7.8,14.9,11.35,2016,3
308,2016-01-28,76,Occitanie,6.23,14.54,10.38,2016,1
309,2016-03-28,94,Corse,10.1,17.95,14.02,2016,3
310,2016-01-29,52,Pays de la Loire,0.05,10.95,5.5,2016,1
311,2016-03-29,32,Hauts-de-France,5.14,12.5,8.82,2016,3
312,2016-01-29,11,Île-de-France,1.74,9.26,5.5,2016,1
313,2016-03-30,84,Auvergne-Rhône-Alpes,8.37,20.14,14.25,2016,3
314,2016-01-29,93,Provence-Alpes-Côte d'Azur,6.52,15.12,10.82,2016,1
315,2016-03-30,27,Bourgogne-Franche-Comté,9.1,17.63,13.37,2016,3
316,2016-01-30,28,Normandie,6.34,10.0,8.17,2016,1
317,2016-03-31,76,Occitanie,8.13,16.3,12.21,2016,3
318,2016-01-30,94,Corse,7.65,15.35,11.5,2016,1
319,2016-03-31,93,Provence-Alpes-Côte d'Azur,9.67,20.12,14.89,2016,3
320,2016-01-31,44,Grand Est,4.76,12.8,8.78,2016,1
321,2016-04-01,24,Centre-Val de Loire,1.75,11.88,6.82,2016,4
322,2016-01-31,27,Bourgogne-Franche-Comté,6.3,12.87,9.58,2016,1
323,2016-04-01,84,Auvergne-Rhône-Alpes,5.14,8.17,6.65,2016,4
324,2016-01-31,76,Occitanie,8.3,14.55,11.42,2016,1
325,2016-04-02,24,Centre-Val de Loire,0.72,11.25,5.98,2016,4
326,2016-02-02,27,Bourgogne-Franche-Comté,9.05,11.95,10.5,2016,2
327,2016-04-03,76,Occitanie,8.75,19.04,13.9,2016,4
328,2016-02-03,94,Corse,8.1,15.5,11.8,2016,2
329,2016-04-03,53,Bretagne,6.38,14.15,10.26,2016,4
330,2016-02-04,52,Pays de la Loire,1.4,12.2,6.8,2016,2
331,2016-04-03,44,Grand Est,8.67,17.27,12.97,2016,4
332,2016-02-05,76,Occitanie,3.8,17.6,10.7,2016,2
333,2016-04-04,76,Occitanie,9.08,16.69,12.89,2016,4
334,2016-02-05,44,Grand Est,5.43,10.53,7.98,2016,2
335,2016-04-06,52,Pays de la Loire,4.6,13.95,9.28,2016,4
336,2016-02-05,28,Normandie,8.45,10.18,9.31,2016,2
337,2016-04-08,75,Nouvelle-Aquitaine,3.02,12.0,7.51,2016,4
338,2016-02-05,93,Provence-Alpes-Côte d'Azur,8.33,16.73,12.53,2016,2
339,2016-04-08,94,Corse,12.4,17.3,14.85,2016,4
340,2016-02-06,53,Bretagne,9.33,12.65,10.99,2016,2
341,2016-04-09,28,Normandie,3.2,10.9,7.05,2016,4
342,2016-02-06,84,Auvergne-Rhône-Alpes,2.15,13.95,8.05,2016,2
343,2016-04-10,76,Occitanie,4.56,20.12,12.34,2016,4
344,2016-02-06,75,Nouvelle-Aquitaine,3.77,16.04,9.91,2016,2
345,2016-04-10,52,Pays de la Loire,2.45,18.85,10.65,2016,4
346,2016-02-06,94,Corse,5.1,15.95,10.52,2016,2
347,2016-04-11,94,Corse,6.75,20.1,13.42,2016,4
348,2016-02-07,94,Corse,9.5,16.4,12.95,2016,2
349,2016-04-12,75,Nouvelle-Aquitaine,7.03,19.63,13.33,2016,4
350,2016-02-07,84,Auvergne-Rhône-Alpes,3.35,10.21,6.78,2016,2
351,2016-04-13,44,Grand Est,6.74,15.06,10.9,2016,4
352,2016-02-07,27,Bourgogne-Franche-Comté,5.18,9.8,7.49,2016,2
353,2016-04-13,75,Nouvelle-Aquitaine,7.23,17.99,12.61,2016,4
354,2016-02-08,11,Île-de-France,6.1,11.52,8.81,2016,2
355,2016-04-14,76,Occitanie,5.7,21.2,13.45,2016,4
356,2016-02-08,28,Normandie,5.9,9.74,7.82,2016,2
357,2016-04-14,27,Bourgogne-Franche-Comté,6.63,17.42,12.02,2016,4
358,2016-02-08,32,Hauts-de-France,5.76,9.68,7.72,2016,2
359,2016-04-15,76,Occitanie,9.72,21.41,15.56,2016,4
360,2016-02-09,52,Pays de la Loire,4.7,12.8,8.75,2016,2
361,2016-04-15,44,Grand Est,8.66,15.57,12.11,2016,4
362,2016-02-09,24,Centre-Val de Loire,3.47,12.52,7.99,2016,2
363,2016-04-15,94,Corse,8.25,20.45,14.35,2016,4
364,2016-02-09,93,Provence-Alpes-Côte d'Azur,5.45,12.62,9.03,2016,2
365,2016-04-15,93,Provence-Alpes-Côte d'Azur,8.07,20.37,14.22,2016,4
366,2016-02-09,32,Hauts-de-France,4.0,8.92,6.46,2016,2
367,2016-04-16,84,Auvergne-Rhône-Alpes,10.63,21.08,15.85,2016,4
